Nomor,Tanggal,Location Indicator,Nama UPT,Nama Bandara,Jam Operasional (jam),Jumlah Data Masuk,Ketersediaan Data (%),Catatan
2403,2025-06-13,WASA,Domine Eduard Osok,Ayawasi,24,0,0.0,❌ Tidak ada data
2404,2025-06-13,WASF,Torea,Siboru,24,48,100.0,✅ Lengkap
2405,2025-06-13,WASI,Domine Eduard Osok,Inanwatan,24,0,0.0,❌ Tidak ada data
2406,2025-06-13,WASK,Utarom,Utarom,24,24,50.0,✅ Lengkap
2407,2025-06-13,WASN,Domine Eduard Osok,Marinda,24,0,0.0,❌ Tidak ada data
2408,2025-06-13,WASO,Rendani,Babo,24,0,0.0,❌ Tidak ada data
2409,2025-06-13,WASS,Domine Eduard Osok,Domine Eduard Osok,24,48,100.0,✅ Lengkap
2410,2025-06-13,WAST,Domine Eduard Osok,Teminabuan,24,0,0.0,❌ Tidak ada data
2411,2025-06-13,WASU,Domine Eduard Osok,Kambuaya,24,0,0.0,❌ Tidak ada data
2412,2025-06-13,WATA,Eltari,A. A. Bere Tallo,24,0,0.0,❌ Tidak ada data
2413,2025-06-13,WATB,Frans Sales Lega,Soa,24,0,0.0,❌ Tidak ada data
2414,2025-06-13,WATC,Fransiskus Xaverius Seda,Fransiskus Xaverius Seda,24,0,0.0,❌ Tidak ada data
2415,2025-06-13,WATE,Fransiskus Xaverius Seda,H. Hasan Aroeboesman,24,0,0.0,❌ Tidak ada data
2416,2025-06-13,WATG,Frans Sales Lega,Frans Sales Lega,24,0,0.0,❌ Tidak ada data
2417,2025-06-13,WATK,Umbu Mehang Kunda,Lede Kalumbang,24,0,0.0,❌ Tidak ada data
2418,2025-06-13,WATL,Gewayantana,Gewayantana,24,0,0.0,❌ Tidak ada data
2419,2025-06-13,WATM,Mali,Mali,24,0,0.0,❌ Tidak ada data
2420,2025-06-13,WATO,Komodo,Komodo,24,0,0.0,❌ Tidak ada data
2421,2025-06-13,WATQ,Pattimura,John Becker,24,0,0.0,❌ Tidak ada data
2422,2025-06-13,WATR,David Constantijn Saudale,David Constantijn Saudale,24,0,0.0,❌ Tidak ada data
2423,2025-06-13,WATS,Tardamu,Tardamu,24,0,0.0,❌ Tidak ada data
2424,2025-06-13,WATT,Eltari,El Tari,24,0,0.0,❌ Tidak ada data
2425,2025-06-13,WATU,Umbu Mehang Kunda,Umbu Mehang Kunda,24,0,0.0,❌ Tidak ada data
2426,2025-06-13,WATW,Eltari,Wunopito,24,0,0.0,❌ Tidak ada data
2427,2025-06-13,WAUB,Rendani,Bintuni,24,0,0.0,❌ Tidak ada data
2428,2025-06-13,WAUU,Rendani,Rendani,24,42,87.5,✅ Lengkap
2429,2025-06-13,WAUW,Rendani,Wasior,24,0,0.0,❌ Tidak ada data
2430,2025-06-13,WAVD,Wamena,Nop Goliat Dekai,24,0,0.0,❌ Tidak ada data
2431,2025-06-13,WAVV,Wamena,Wamena,24,48,100.0,✅ Lengkap
2432,2025-06-13,WAWB,Beto Ambari,Betoambari,24,24,50.0,✅ Lengkap
2433,2025-06-13,WAWD,Beto Ambari,Matahora,24,0,0.0,❌ Tidak ada data
2434,2025-06-13,WAWH,Sultan Hasanuddin,H. Aroeppala,24,0,0.0,❌ Tidak ada data
2435,2025-06-13,WAWN,Sultan Hasanuddin,Arung Palakka,24,0,0.0,❌ Tidak ada data
2436,2025-06-13,WAWP,Sangia Ni Bandera,Sangia Nibandera,24,48,100.0,✅ Lengkap
2437,2025-06-13,WAWR,Beto Ambari,Sugimanuru,24,0,0.0,❌ Tidak ada data
2438,2025-06-13,WAWW,Lanud Haluoleo,Haluoleo,24,26,54.17,✅ Lengkap
2439,2025-06-13,WAYE,Enarotali,Enarotali,24,16,33.33,⚠️ Kurang dari 50%
2440,2025-06-13,WAYL,Mozez Kilangin,Ilaga,24,0,0.0,❌ Tidak ada data
2441,2025-06-13,WAYY,Mozez Kilangin,Mozez Kilangin,24,49,102.08,✅ Lengkap
2442,2025-06-13,WIBB,Sultan Syarif Kasim II,Sultan Syarif Kasim II,24,48,100.0,✅ Lengkap
2443,2025-06-13,WIBD,Sultan Syarif Kasim II,Pinang Kampai,24,0,0.0,❌ Tidak ada data
2444,2025-06-13,WIBG,Sultan Syarif Kasim II,Tuanku Tambusai,24,0,0.0,❌ Tidak ada data
2445,2025-06-13,WIBJ,Japura,Japura,24,48,100.0,✅ Lengkap
2446,2025-06-13,WICA,Kertajati,Kertajati,24,0,0.0,❌ Tidak ada data
2447,2025-06-13,WICC,Lanud Husein Sastranegara,Husein Sastranegara,24,0,0.0,❌ Tidak ada data
2448,2025-06-13,WICD,Kertajati,Cakrabhuwana,24,0,0.0,❌ Tidak ada data
2449,2025-06-13,WICN,Tunggul Wulung,Nusawiru,24,0,0.0,❌ Tidak ada data
2450,2025-06-13,WIDD,Hang Nadim,Hang Nadim,24,48,100.0,✅ Lengkap
2451,2025-06-13,WIDL,Tarempa,Letung,24,0,0.0,❌ Tidak ada data
2452,2025-06-13,WIDM,Tarempa,Matak,24,18,37.5,⚠️ Kurang dari 50%
2453,2025-06-13,WIDN,Raja Hajji Fisabilillah,Raja Hajji Fisabilillah,24,48,100.0,✅ Lengkap
2454,2025-06-13,WIDO,Lanud Raden Sadjad,Ranai,24,24,50.0,✅ Lengkap
2455,2025-06-13,WIDS,Dabo,Dabo,24,24,50.0,✅ Lengkap
2456,2025-06-13,WIDT,Raja Hajji Abdullah,Raja Hajji Abdullah,24,48,100.0,✅ Lengkap
2457,2025-06-13,WIEB,Minangkabau,Mentawai,24,0,0.0,❌ Tidak ada data
2458,2025-06-13,WIEE,Minangkabau,Minangkabau,24,46,95.83,✅ Lengkap
2459,2025-06-13,WIGE,Fatmawati Soekarno,Enggano,24,0,0.0,❌ Tidak ada data
2460,2025-06-13,WIGG,Fatmawati Soekarno,Fatmawati Soekarno,24,0,0.0,❌ Tidak ada data
2461,2025-06-13,WIGM,Fatmawati Soekarno,Mukomuko,24,0,0.0,❌ Tidak ada data
2462,2025-06-13,WIHH,Lanud Halim Perdanakusuma,Halim Perdana Kusuma,24,19,39.58,⚠️ Kurang dari 50%
2463,2025-06-13,WIII,Soekarno Hatta,Soekarno Hatta,24,0,0.0,❌ Tidak ada data
2464,2025-06-13,WIJB,Sultan Thaha,Muara Bungo,24,0,0.0,❌ Tidak ada data
2465,2025-06-13,WIJI,Depati Parbo,Depati Parbo,24,0,0.0,❌ Tidak ada data
2466,2025-06-13,WIJJ,Sultan Thaha,Sultan Thaha,24,0,0.0,❌ Tidak ada data
2467,2025-06-13,WIKK,Depati Amir,Depati Amir,24,0,0.0,❌ Tidak ada data
2468,2025-06-13,WIKT,H.AS. Hanandjoeddin,H.AS. Hanandjoeddin,24,0,0.0,❌ Tidak ada data
2469,2025-06-13,WILL,Radin Inten II,Radin Inten II,24,0,0.0,❌ Tidak ada data
2470,2025-06-13,WILP,Radin Inten II,Muhammad Taufiq Kiemas,24,0,0.0,❌ Tidak ada data
2471,2025-06-13,WIMA,Malikussaleh,Malikussaleh,24,24,50.0,✅ Lengkap
2472,2025-06-13,WIMB,Binaka,Binaka,24,48,100.0,✅ Lengkap
2473,2025-06-13,WIME,Aek Godang,Aek Godang,24,48,100.0,✅ Lengkap
2474,2025-06-13,WIMF,Kualanamu,Jenderal Besar Abdul Haris Nasution,24,0,0.0,❌ Tidak ada data
2475,2025-06-13,WIML,Sultan Iskandar Muda,Lasikin,24,0,0.0,❌ Tidak ada data
2476,2025-06-13,WIMM,Kualanamu,Kualanamu Internasional,24,50,104.17,✅ Lengkap
2477,2025-06-13,WIMN,Silangit,Raja Sisingamangaraja XII,24,39,81.25,✅ Lengkap
2478,2025-06-13,WIMP,Silangit,Sibisa,24,0,0.0,❌ Tidak ada data
2479,2025-06-13,WIMS,FL Tobing,DR Ferdinand Lumban Tobing,24,48,100.0,✅ Lengkap
2480,2025-06-13,WIMU,Sultan Iskandar Muda,Alas Leuser,24,0,0.0,❌ Tidak ada data
2481,2025-06-13,WIOD,Singkawang,Singkawang,24,0,0.0,❌ Tidak ada data
2482,2025-06-13,WIOG,Nangapinoh,Nangapinoh,24,0,0.0,❌ Tidak ada data
2483,2025-06-13,WIOK,Rahadi Oesman,Rahadi Oesman,24,0,0.0,❌ Tidak ada data
2484,2025-06-13,WIOO,Supadio,Supadio,24,0,0.0,❌ Tidak ada data
2485,2025-06-13,WIOP,Pangsuma,Pangsuma,24,0,0.0,❌ Tidak ada data
2486,2025-06-13,WIOS,Tebelian,Tebelian,24,0,0.0,❌ Tidak ada data
2487,2025-06-13,WIPB,Sultan Mahmud Badaruddin II,Silampari,24,0,0.0,❌ Tidak ada data
2488,2025-06-13,WIPO,Radin Inten II,Gatot Soebroto,24,0,0.0,❌ Tidak ada data
2489,2025-06-13,WIPP,Sultan Mahmud Badaruddin II,Sultan Mahmud Badaruddin II,24,0,0.0,❌ Tidak ada data
2490,2025-06-13,WIPY,Sultan Mahmud Badaruddin II,Atung Bungsu,24,0,0.0,❌ Tidak ada data
2491,2025-06-13,WIRR,Budiarto,Budiarto,24,0,0.0,❌ Tidak ada data
2492,2025-06-13,WITC,Cut Nyak Dhien Nagan Raya,Cut Nyak Dhien Nagan Raya,24,24,50.0,✅ Lengkap
2493,2025-06-13,WITK,Sultan Iskandar Muda,Rembele,24,0,0.0,❌ Tidak ada data
2494,2025-06-13,WITN,Maimun Saleh,Maimun Saleh,24,24,50.0,✅ Lengkap
2495,2025-06-13,WITO,Sultan Iskandar Muda,Kuala Batu,24,0,0.0,❌ Tidak ada data
2496,2025-06-13,WITT,Sultan Iskandar Muda,Sultan Iskandar Muda,24,45,93.75,✅ Lengkap
2497,2025-06-14,WAAA,Sultan Hasanuddin,Sultan Hasanuddin,24,48,100.0,✅ Lengkap
2498,2025-06-14,WABA,Nabire,Waghete,24,0,0.0,❌ Tidak ada data
2499,2025-06-14,WABB,Frans Kaisiepo,Frans Kaisiepo,24,48,100.0,✅ Lengkap
2500,2025-06-14,WABF,Frans Kaisiepo,Numfoor,24,0,0.0,❌ Tidak ada data
2501,2025-06-14,WABG,Sentani,Kasonaweja,24,0,0.0,❌ Tidak ada data
2502,2025-06-14,WABI,Nabire,Douw Aturure,24,36,75.0,✅ Lengkap
2503,2025-06-14,WABO,Sudjarwo Tjondronegoro,Stevanus Rumbewas,24,24,50.0,✅ Lengkap
2504,2025-06-14,WADB,Sultan Muhammad Salahuddin,Sultan Muhammad Salahuddin,24,0,0.0,❌ Tidak ada data
2505,2025-06-14,WADD,I Gusti Ngurah Rai,I Gusti Ngurah Rai,24,0,0.0,❌ Tidak ada data
2506,2025-06-14,WADL,Zainuddin Abdul Madjid,Zainuddin Abdul Madjid,24,0,0.0,❌ Tidak ada data
2507,2025-06-14,WADS,Sultan Muhammad Kaharuddin,Sultan Muhammad Kaharuddin,24,0,0.0,❌ Tidak ada data
2508,2025-06-14,WADY,Banyuwangi,Banyuwangi,24,0,0.0,❌ Tidak ada data
2509,2025-06-14,WAEE,Sultan Babullah,Sultan Babullah,24,48,100.0,✅ Lengkap
2510,2025-06-14,WAEG,Gamar Malamo,Gamar Malamo,24,23,47.92,⚠️ Kurang dari 50%
2511,2025-06-14,WAEJ,Sultan Babullah,Gebe,24,0,0.0,❌ Tidak ada data
2512,2025-06-14,WAEK,Sultan Babullah,Kuabang,24,0,0.0,❌ Tidak ada data
2513,2025-06-14,WAEL,Oesman Sadik,Oesman Sadik,24,35,72.92,✅ Lengkap
2514,2025-06-14,WAEM,Sultan Babullah,Buli,24,0,0.0,❌ Tidak ada data
2515,2025-06-14,WAES,Emalamo,Emalamo,24,24,50.0,✅ Lengkap
2516,2025-06-14,WAEW,Lanud Leo Wattimena,Pitu,24,23,47.92,⚠️ Kurang dari 50%
2517,2025-06-14,WAFB,Toraja,Toraja,24,14,29.17,⚠️ Kurang dari 50%
2518,2025-06-14,WAFD,Andi Jemma,Lagaligo,24,0,0.0,❌ Tidak ada data
2519,2025-06-14,WAFF,Mutiara Sis-Al Jufri,Mutiara Sis-Al Jufri,24,48,100.0,✅ Lengkap
2520,2025-06-14,WAFJ,Tampa Padang,Tampa Padang,24,48,100.0,✅ Lengkap
2521,2025-06-14,WAFK,Andi Jemma,Rampi,24,0,0.0,❌ Tidak ada data
2522,2025-06-14,WAFL,Sultan Bantilan,Sultan Bantilan,24,24,50.0,✅ Lengkap
2523,2025-06-14,WAFM,Andi Jemma,Andi Jemma,24,26,54.17,✅ Lengkap
2524,2025-06-14,WAFN,Andi Jemma,Seko,24,0,0.0,❌ Tidak ada data
2525,2025-06-14,WAFO,Mutiara Sis-Al Jufri,Morowali,24,0,0.0,❌ Tidak ada data
2526,2025-06-14,WAFP,Kasiguncu,Kasiguncu,24,24,50.0,✅ Lengkap
2527,2025-06-14,WAFU,Syukuran Aminuddin Amir,Tanjung Api,24,0,0.0,❌ Tidak ada data
2528,2025-06-14,WAFW,Syukuran Aminuddin Amir,Syukuran Aminuddin Amir,24,48,100.0,✅ Lengkap
2529,2025-06-14,WAFY,Mutiara Sis-Al Jufri,Pogogul,24,0,0.0,❌ Tidak ada data
2530,2025-06-14,WAFZ,Djalaluddin,Panua Pohuwato,24,0,0.0,❌ Tidak ada data
2531,2025-06-14,WAGA,Tjilik Riwut,Kuala Kurun,24,0,0.0,❌ Tidak ada data
2532,2025-06-14,WAGB,Beringin,Hajji Muhammad Sidik,24,0,0.0,❌ Tidak ada data
2533,2025-06-14,WAGF,H. Asan,Kuala Pembuang,24,0,0.0,❌ Tidak ada data
2534,2025-06-14,WAGG,Tjilik Riwut,Tjilik Riwut,24,0,0.0,❌ Tidak ada data
2535,2025-06-14,WAGI,Iskandar,Iskandar,24,0,0.0,❌ Tidak ada data
2536,2025-06-14,WAGM,Sanggu,Sanggu,24,0,0.0,❌ Tidak ada data
2537,2025-06-14,WAGP,Beringin,Purukcahu,24,0,0.0,❌ Tidak ada data
2538,2025-06-14,WAGS,H. Asan,H. Asan,24,0,0.0,❌ Tidak ada data
2539,2025-06-14,WAHH,Lanud Adisutjipto,Adisutjipto,24,1,2.08,⚠️ Kurang dari 50%
2540,2025-06-14,WAHI,Yogyakarta,Yogyakarta,24,48,100.0,✅ Lengkap
2541,2025-06-14,WAHL,Tunggul Wulung,Tunggul Wulung,24,0,0.0,❌ Tidak ada data
2542,2025-06-14,WAHQ,Lanud Adi Soemarmo,Adi Soemarmo,24,0,0.0,❌ Tidak ada data
2543,2025-06-14,WAHS,Ahmad Yani,Jenderal Ahmad Yani,24,0,0.0,❌ Tidak ada data
2544,2025-06-14,WAHU,Ahmad Yani,Dewadaru,24,0,0.0,❌ Tidak ada data
2545,2025-06-14,WAJI,Torea,Mararena,24,12,25.0,⚠️ Kurang dari 50%
2546,2025-06-14,WAJJ,Sentani,Sentani,24,48,100.0,✅ Lengkap
2547,2025-06-14,WAJO,Wamena,Oksibil,24,0,0.0,❌ Tidak ada data
2548,2025-06-14,WAJS,Sentani,Senggeh,24,0,0.0,❌ Tidak ada data
2549,2025-06-14,WAKG,Mozez Kilangin,Ewer,24,0,0.0,❌ Tidak ada data
2550,2025-06-14,WAKJ,Mopah,Kimaam,24,0,0.0,❌ Tidak ada data
2551,2025-06-14,WAKK,Mopah,Mopah,24,48,100.0,✅ Lengkap
2552,2025-06-14,WAKO,Mopah,Okaba,24,0,0.0,❌ Tidak ada data
2553,2025-06-14,WAKP,Mopah,Kepi,24,0,0.0,❌ Tidak ada data
2554,2025-06-14,WAKT,Tanah Merah,Tanah Merah,24,24,50.0,✅ Lengkap
2555,2025-06-14,WALE,Sultan Aji Muhammad Sulaiman Sepinggan,Melak,24,0,0.0,❌ Tidak ada data
2556,2025-06-14,WALL,Sultan Aji Muhammad Sulaiman Sepinggan,Sultan Aji Muhammad Sulaiman,24,0,0.0,❌ Tidak ada data
2557,2025-06-14,WALS,Ajipangeran Tumenggung Pranoto,Ajipangeran Tumenggung Pranoto,24,0,0.0,❌ Tidak ada data
2558,2025-06-14,WAMG,Djalaluddin,Djalaluddin,24,48,100.0,✅ Lengkap
2559,2025-06-14,WAMH,Naha,Naha,24,48,100.0,✅ Lengkap
2560,2025-06-14,WAMI,Sam Ratulangi,Bolaang Mongondow,24,0,0.0,❌ Tidak ada data
2561,2025-06-14,WAMM,Sam Ratulangi,Sam Ratulangi,24,48,100.0,✅ Lengkap
2562,2025-06-14,WAMN,Sam Ratulangi,Melonguane,24,0,0.0,❌ Tidak ada data
2563,2025-06-14,WAMS,Sam Ratulangi,Miangas,24,0,0.0,❌ Tidak ada data
2564,2025-06-14,WAOC,Gusti Syamsir Alam,Bersujud,24,0,0.0,❌ Tidak ada data
2565,2025-06-14,WAOK,Gusti Syamsir Alam,Gusti Syamsir Alam,24,0,0.0,❌ Tidak ada data
2566,2025-06-14,WAON,Syamsudin Noor,Tanjung Warukin,24,0,0.0,❌ Tidak ada data
2567,2025-06-14,WAOO,Syamsudin Noor,Syamsudin Noor,24,0,0.0,❌ Tidak ada data
2568,2025-06-14,WAPA,Amahai,Amahai,24,48,100.0,✅ Lengkap
2569,2025-06-14,WAPC,Bandaneira,Bandaneira,24,24,50.0,✅ Lengkap
2570,2025-06-14,WAPD,Pattimura,Dobo,24,0,0.0,❌ Tidak ada data
2571,2025-06-14,WAPF,Karel Sadsuitubun,Karel Sadsuitubun,24,24,50.0,✅ Lengkap
2572,2025-06-14,WAPG,Pattimura,Namrole,24,0,0.0,❌ Tidak ada data
2573,2025-06-14,WAPM,Pattimura,Jos Orno Imsula,24,0,0.0,❌ Tidak ada data
2574,2025-06-14,WAPN,Namlea,Namniwel,24,24,50.0,✅ Lengkap
2575,2025-06-14,WAPO,Pattimura,Larat,24,0,0.0,❌ Tidak ada data
2576,2025-06-14,WAPP,Pattimura,Pattimura,24,48,100.0,✅ Lengkap
2577,2025-06-14,WAPS,Mathilda Batlayeri,Mathilda Batlayeri,24,24,50.0,✅ Lengkap
2578,2025-06-14,WAPU,Kuffar,Kuffar,24,24,50.0,✅ Lengkap
2579,2025-06-14,WAPV,Amahai,Wahai,24,0,0.0,❌ Tidak ada data
2580,2025-06-14,WAQA,Nunukan,Nunukan,24,0,0.0,❌ Tidak ada data
2581,2025-06-14,WAQC,Kalimarau,Maratua,24,0,0.0,❌ Tidak ada data
2582,2025-06-14,WAQD,Tanjung Harapan,Tanjung Harapan,24,0,0.0,❌ Tidak ada data
2583,2025-06-14,WAQJ,Yuvai Semaring,Yuvai Semaring,24,0,0.0,❌ Tidak ada data
2584,2025-06-14,WAQL,Tanjung Harapan,Long Apung,24,0,0.0,❌ Tidak ada data
2585,2025-06-14,WAQM,Tanjung Harapan,Kol. Robert Atty Bessing,24,0,0.0,❌ Tidak ada data
2586,2025-06-14,WAQQ,Juwata,Juwata,24,0,0.0,❌ Tidak ada data
2587,2025-06-14,WAQT,Kalimarau,Kalimarau,24,0,0.0,❌ Tidak ada data
2588,2025-06-14,WARA,Lanud Abdulrachman Saleh,Abdulrachman Saleh,24,0,0.0,❌ Tidak ada data
2589,2025-06-14,WARC,Ahmad Yani,Ngloram,24,0,0.0,❌ Tidak ada data
2590,2025-06-14,WARD,Dhoho,Dhoho,24,0,0.0,❌ Tidak ada data
2591,2025-06-14,WARE,Banyuwangi,Noto Hadinegoro,24,0,0.0,❌ Tidak ada data
2592,2025-06-14,WARR,Juanda,Juanda,24,0,0.0,❌ Tidak ada data
2593,2025-06-14,WART,Trunojoyo,Trunojoyo,24,0,0.0,❌ Tidak ada data
2594,2025-06-14,WARW,Sangkapura,Harun Thohir,24,0,0.0,❌ Tidak ada data
2595,2025-06-14,WASA,Domine Eduard Osok,Ayawasi,24,0,0.0,❌ Tidak ada data
2596,2025-06-14,WASF,Torea,Siboru,24,48,100.0,✅ Lengkap
2597,2025-06-14,WASI,Domine Eduard Osok,Inanwatan,24,0,0.0,❌ Tidak ada data
2598,2025-06-14,WASK,Utarom,Utarom,24,24,50.0,✅ Lengkap
2599,2025-06-14,WASN,Domine Eduard Osok,Marinda,24,0,0.0,❌ Tidak ada data
2600,2025-06-14,WASO,Rendani,Babo,24,0,0.0,❌ Tidak ada data
2601,2025-06-14,WASS,Domine Eduard Osok,Domine Eduard Osok,24,48,100.0,✅ Lengkap
2602,2025-06-14,WAST,Domine Eduard Osok,Teminabuan,24,0,0.0,❌ Tidak ada data
2603,2025-06-14,WASU,Domine Eduard Osok,Kambuaya,24,0,0.0,❌ Tidak ada data
2604,2025-06-14,WATA,Eltari,A. A. Bere Tallo,24,0,0.0,❌ Tidak ada data
2605,2025-06-14,WATB,Frans Sales Lega,Soa,24,0,0.0,❌ Tidak ada data
2606,2025-06-14,WATC,Fransiskus Xaverius Seda,Fransiskus Xaverius Seda,24,0,0.0,❌ Tidak ada data
2607,2025-06-14,WATE,Fransiskus Xaverius Seda,H. Hasan Aroeboesman,24,0,0.0,❌ Tidak ada data
2608,2025-06-14,WATG,Frans Sales Lega,Frans Sales Lega,24,0,0.0,❌ Tidak ada data
2609,2025-06-14,WATK,Umbu Mehang Kunda,Lede Kalumbang,24,0,0.0,❌ Tidak ada data
2610,2025-06-14,WATL,Gewayantana,Gewayantana,24,0,0.0,❌ Tidak ada data
2611,2025-06-14,WATM,Mali,Mali,24,0,0.0,❌ Tidak ada data
2612,2025-06-14,WATO,Komodo,Komodo,24,0,0.0,❌ Tidak ada data
2613,2025-06-14,WATQ,Pattimura,John Becker,24,0,0.0,❌ Tidak ada data
2614,2025-06-14,WATR,David Constantijn Saudale,David Constantijn Saudale,24,0,0.0,❌ Tidak ada data
2615,2025-06-14,WATS,Tardamu,Tardamu,24,0,0.0,❌ Tidak ada data
2616,2025-06-14,WATT,Eltari,El Tari,24,0,0.0,❌ Tidak ada data
2617,2025-06-14,WATU,Umbu Mehang Kunda,Umbu Mehang Kunda,24,0,0.0,❌ Tidak ada data
2618,2025-06-14,WATW,Eltari,Wunopito,24,0,0.0,❌ Tidak ada data
2619,2025-06-14,WAUB,Rendani,Bintuni,24,0,0.0,❌ Tidak ada data
2620,2025-06-14,WAUU,Rendani,Rendani,24,42,87.5,✅ Lengkap
2621,2025-06-14,WAUW,Rendani,Wasior,24,0,0.0,❌ Tidak ada data
2622,2025-06-14,WAVD,Wamena,Nop Goliat Dekai,24,0,0.0,❌ Tidak ada data
2623,2025-06-14,WAVV,Wamena,Wamena,24,48,100.0,✅ Lengkap
2624,2025-06-14,WAWB,Beto Ambari,Betoambari,24,22,45.83,⚠️ Kurang dari 50%
2625,2025-06-14,WAWD,Beto Ambari,Matahora,24,0,0.0,❌ Tidak ada data
2626,2025-06-14,WAWH,Sultan Hasanuddin,H. Aroeppala,24,0,0.0,❌ Tidak ada data
2627,2025-06-14,WAWN,Sultan Hasanuddin,Arung Palakka,24,0,0.0,❌ Tidak ada data
2628,2025-06-14,WAWP,Sangia Ni Bandera,Sangia Nibandera,24,48,100.0,✅ Lengkap
2629,2025-06-14,WAWR,Beto Ambari,Sugimanuru,24,0,0.0,❌ Tidak ada data
2630,2025-06-14,WAWW,Lanud Haluoleo,Haluoleo,24,24,50.0,✅ Lengkap
2631,2025-06-14,WAYE,Enarotali,Enarotali,24,16,33.33,⚠️ Kurang dari 50%
2632,2025-06-14,WAYL,Mozez Kilangin,Ilaga,24,0,0.0,❌ Tidak ada data
2633,2025-06-14,WAYY,Mozez Kilangin,Mozez Kilangin,24,48,100.0,✅ Lengkap
2634,2025-06-14,WIBB,Sultan Syarif Kasim II,Sultan Syarif Kasim II,24,48,100.0,✅ Lengkap
2635,2025-06-14,WIBD,Sultan Syarif Kasim II,Pinang Kampai,24,0,0.0,❌ Tidak ada data
2636,2025-06-14,WIBG,Sultan Syarif Kasim II,Tuanku Tambusai,24,0,0.0,❌ Tidak ada data
2637,2025-06-14,WIBJ,Japura,Japura,24,48,100.0,✅ Lengkap
2638,2025-06-14,WICA,Kertajati,Kertajati,24,0,0.0,❌ Tidak ada data
2639,2025-06-14,WICC,Lanud Husein Sastranegara,Husein Sastranegara,24,0,0.0,❌ Tidak ada data
2640,2025-06-14,WICD,Kertajati,Cakrabhuwana,24,0,0.0,❌ Tidak ada data
2641,2025-06-14,WICN,Tunggul Wulung,Nusawiru,24,0,0.0,❌ Tidak ada data
2642,2025-06-14,WIDD,Hang Nadim,Hang Nadim,24,35,72.92,✅ Lengkap
2643,2025-06-14,WIDL,Tarempa,Letung,24,0,0.0,❌ Tidak ada data
2644,2025-06-14,WIDM,Tarempa,Matak,24,18,37.5,⚠️ Kurang dari 50%
2645,2025-06-14,WIDN,Raja Hajji Fisabilillah,Raja Hajji Fisabilillah,24,48,100.0,✅ Lengkap
2646,2025-06-14,WIDO,Lanud Raden Sadjad,Ranai,24,13,27.08,⚠️ Kurang dari 50%
2647,2025-06-14,WIDS,Dabo,Dabo,24,24,50.0,✅ Lengkap
2648,2025-06-14,WIDT,Raja Hajji Abdullah,Raja Hajji Abdullah,24,48,100.0,✅ Lengkap
2649,2025-06-14,WIEB,Minangkabau,Mentawai,24,0,0.0,❌ Tidak ada data
2650,2025-06-14,WIEE,Minangkabau,Minangkabau,24,48,100.0,✅ Lengkap
2651,2025-06-14,WIGE,Fatmawati Soekarno,Enggano,24,0,0.0,❌ Tidak ada data
2652,2025-06-14,WIGG,Fatmawati Soekarno,Fatmawati Soekarno,24,0,0.0,❌ Tidak ada data
2653,2025-06-14,WIGM,Fatmawati Soekarno,Mukomuko,24,0,0.0,❌ Tidak ada data
2654,2025-06-14,WIHH,Lanud Halim Perdanakusuma,Halim Perdana Kusuma,24,25,52.08,✅ Lengkap
2655,2025-06-14,WIII,Soekarno Hatta,Soekarno Hatta,24,4,8.33,⚠️ Kurang dari 50%
2656,2025-06-14,WIJB,Sultan Thaha,Muara Bungo,24,0,0.0,❌ Tidak ada data
2657,2025-06-14,WIJI,Depati Parbo,Depati Parbo,24,0,0.0,❌ Tidak ada data
2658,2025-06-14,WIJJ,Sultan Thaha,Sultan Thaha,24,0,0.0,❌ Tidak ada data
2659,2025-06-14,WIKK,Depati Amir,Depati Amir,24,0,0.0,❌ Tidak ada data
2660,2025-06-14,WIKT,H.AS. Hanandjoeddin,H.AS. Hanandjoeddin,24,0,0.0,❌ Tidak ada data
2661,2025-06-14,WILL,Radin Inten II,Radin Inten II,24,0,0.0,❌ Tidak ada data
2662,2025-06-14,WILP,Radin Inten II,Muhammad Taufiq Kiemas,24,0,0.0,❌ Tidak ada data
2663,2025-06-14,WIMA,Malikussaleh,Malikussaleh,24,24,50.0,✅ Lengkap
2664,2025-06-14,WIMB,Binaka,Binaka,24,48,100.0,✅ Lengkap
2665,2025-06-14,WIME,Aek Godang,Aek Godang,24,48,100.0,✅ Lengkap
2666,2025-06-14,WIMF,Kualanamu,Jenderal Besar Abdul Haris Nasution,24,0,0.0,❌ Tidak ada data
2667,2025-06-14,WIML,Sultan Iskandar Muda,Lasikin,24,0,0.0,❌ Tidak ada data
2668,2025-06-14,WIMM,Kualanamu,Kualanamu Internasional,24,48,100.0,✅ Lengkap
2669,2025-06-14,WIMN,Silangit,Raja Sisingamangaraja XII,24,39,81.25,✅ Lengkap
2670,2025-06-14,WIMP,Silangit,Sibisa,24,0,0.0,❌ Tidak ada data
2671,2025-06-14,WIMS,FL Tobing,DR Ferdinand Lumban Tobing,24,48,100.0,✅ Lengkap
2672,2025-06-14,WIMU,Sultan Iskandar Muda,Alas Leuser,24,0,0.0,❌ Tidak ada data
2673,2025-06-14,WIOD,Singkawang,Singkawang,24,0,0.0,❌ Tidak ada data
2674,2025-06-14,WIOG,Nangapinoh,Nangapinoh,24,0,0.0,❌ Tidak ada data
2675,2025-06-14,WIOK,Rahadi Oesman,Rahadi Oesman,24,0,0.0,❌ Tidak ada data
2676,2025-06-14,WIOO,Supadio,Supadio,24,0,0.0,❌ Tidak ada data
